,frequency,index,word
860,-7.445121741151674,860,construction
861,-7.445121741151674,861,kneeling
862,-7.450223793035569,862,lunch
863,-7.452784613897244,863,sunset
864,-7.457926013397662,864,boarder
865,-7.463093983556105,865,electronic
866,-7.463093983556105,866,monitors
867,-7.463093983556105,867,graze
868,-7.46568801873315,868,new
869,-7.468288800433209,869,turn
870,-7.468288800433209,870,tied
871,-7.4735107444143605,871,ceiling
872,-7.476131977894234,872,arranged
873,-7.481395147938509,873,kind
874,-7.484037157401348,874,overlooking
875,-7.486686165572925,875,machine
876,-7.486686165572925,876,pointing
877,-7.492005327050524,877,pastries
878,-7.492005327050524,878,closed
879,-7.494675555606403,879,coat
880,-7.494675555606403,880,tan
881,-7.497352933377119,881,pots
882,-7.497352933377119,882,vegetable
883,-7.500037498747789,883,curtain
884,-7.500037498747789,884,pond
885,-7.5027292904135,885,cage
886,-7.5027292904135,886,messy
887,-7.508134708980407,887,sale
888,-7.5108484148520045,888,type
889,-7.5108484148520045,889,says
890,-7.5108484148520045,890,rider
891,-7.5108484148520045,891,wide
892,-7.519033999438443,892,roof
893,-7.5245285187560835,893,pie
894,-7.527287141195163,894,pasta
895,-7.527287141195163,895,himself
896,-7.5300533946880535,896,narrow
897,-7.5300533946880535,897,transit
898,-7.53282732157078,898,urban
899,-7.535608964532656,899,picnic
900,-7.535608964532656,900,veggies
901,-7.538398366620235,901,towels
902,-7.538398366620235,902,toilets
903,-7.544000622168905,903,overhead
904,-7.544000622168905,904,sea
905,-7.54681356354552,905,fashioned
906,-7.54681356354552,906,bite
907,-7.54681356354552,907,chips
908,-7.54681356354552,908,fighter
909,-7.5524632960876374,909,tour
910,-7.555300177422838,910,fancy
911,-7.560998198537476,911,bottom
912,-7.560998198537476,912,antique
913,-7.563859430818507,913,toys
914,-7.563859430818507,914,ear
915,-7.563859430818507,915,loaded
916,-7.563859430818507,916,device
917,-7.566728873246461,917,action
918,-7.566728873246461,918,walkway
919,-7.569606573074076,919,signal
920,-7.569606573074076,920,reads
921,-7.569606573074076,921,hold
922,-7.569606573074076,922,pepperoni
923,-7.57249257796321,923,gets
924,-7.57249257796321,924,sides
925,-7.575386935989576,925,gold
926,-7.578289695647536,926,colors
927,-7.578289695647536,927,plain
928,-7.58412061595833,928,smoke
929,-7.58412061595833,929,petting
930,-7.587048875737418,930,doorway
931,-7.587048875737418,931,suits
932,-7.587048875737418,932,shade
933,-7.589985735410728,933,net
934,-7.592931245640484,934,giving
935,-7.595885457537916,935,photos
936,-7.595885457537916,936,short
937,-7.595885457537916,937,kinds
938,-7.595885457537916,938,still
939,-7.595885457537916,939,object
940,-7.598848422668572,940,rest
941,-7.60182019305773,941,wrapped
942,-7.60182019305773,942,scooter
943,-7.604800821195868,943,was
944,-7.607790360044234,944,grill
945,-7.607790360044234,945,cloth
946,-7.613796384104447,946,pastry
947,-7.613796384104447,947,baked
948,-7.613796384104447,948,leash
949,-7.616812977643871,949,clothing
950,-7.619838698560409,950,carrot
951,-7.625917744636791,951,hole
952,-7.625917744636791,952,beneath
953,-7.632033971654227,953,leather
954,-7.632033971654227,954,commuter
955,-7.632033971654227,955,leading
956,-7.632033971654227,956,held
957,-7.635106170691197,957,structure
958,-7.635106170691197,958,winter
959,-7.635106170691197,959,ties
960,-7.638187837228605,960,houses
961,-7.638187837228605,961,do
962,-7.638187837228605,962,make
963,-7.638187837228605,963,steam
964,-7.641279029798278,964,prepared
965,-7.644379807476527,965,blurry
966,-7.647490229890918,966,appears
967,-7.647490229890918,967,contains
968,-7.647490229890918,968,racing
969,-7.647490229890918,969,lies
970,-7.656879970240759,970,partially
971,-7.660029579143654,971,pier
972,-7.666358714195303,972,pants
973,-7.672728162480782,973,ship
974,-7.672728162480782,974,pedestrians
975,-7.672728162480782,975,what
976,-7.672728162480782,976,vanity
977,-7.672728162480782,977,decorative
978,-7.675928165211452,978,electric
979,-7.675928165211452,979,features
980,-7.675928165211452,980,six
981,-7.679138440841701,981,palm
982,-7.682359055541744,982,used
983,-7.685590076123189,983,containers
984,-7.688831570047361,984,peppers
985,-7.688831570047361,985,officer
986,-7.692083605433737,986,opened
987,-7.692083605433737,987,rainy
988,-7.698619576413524,988,bow
989,-7.698619576413524,989,tomato
990,-7.705198547511566,990,farm
991,-7.705198547511566,991,apartment
992,-7.705198547511566,992,bunches
993,-7.708504335646065,993,harbor
994,-7.708504335646065,994,streets
995,-7.708504335646065,995,railing
996,-7.708504335646065,996,use
997,-7.711821088272059,997,lettuce
998,-7.711821088272059,998,residential
999,-7.715148878364733,999,island
1000,-7.715148878364733,1000,hard
1001,-7.715148878364733,1001,sail
1002,-7.718487779630248,1002,model
1003,-7.72183786651553,1003,produce
1004,-7.72183786651553,1004,flight
1005,-7.725199214218236,1005,sheet
1006,-7.728571898696874,1006,ripe
1007,-7.728571898696874,1007,papers
1008,-7.728571898696874,1008,outfit
1009,-7.7319559966811156,1009,waits
1010,-7.7319559966811156,1010,stack
1011,-7.735351585682253,1011,shopping
1012,-7.738758744003867,1012,soda
1013,-7.738758744003867,1013,beans
1014,-7.738758744003867,1014,includes
1015,-7.742177550752652,1015,deck
1016,-7.749050430040416,1016,tiny
1017,-7.749050430040416,1017,foreground
1018,-7.752504664908503,1018,hats
1019,-7.752504664908503,1019,lid
1020,-7.755970872884989,1020,smart
1021,-7.755970872884989,1021,cap
1022,-7.755970872884989,1022,ladies
1023,-7.7594491372613135,1023,these
1024,-7.7594491372613135,1024,garage
1025,-7.762939542201082,1025,sheets
1026,-7.762939542201082,1026,tow
1027,-7.762939542201082,1027,tooth
1028,-7.766442172752285,1028,upside
1029,-7.766442172752285,1029,nose
1030,-7.766442172752285,1030,barn
1031,-7.769957114859729,1031,makes
1032,-7.769957114859729,1032,happy
1033,-7.769957114859729,1033,brightly
1034,-7.769957114859729,1034,here
1035,-7.769957114859729,1035,ketchup
1036,-7.773484455377698,1036,remotes
1037,-7.773484455377698,1037,directions
1038,-7.773484455377698,1038,noodles
1039,-7.777024282082822,1039,snowboards
1040,-7.777024282082822,1040,rural
1041,-7.780576683687189,1041,heads
1042,-7.780576683687189,1042,sliding
1043,-7.784141749851685,1043,lift
1044,-7.784141749851685,1044,i
1045,-7.784141749851685,1045,displaying
1046,-7.784141749851685,1046,part
1047,-7.784141749851685,1047,bacon
1048,-7.787719571199569,1048,bush
1049,-7.791310239330297,1049,propeller
1050,-7.791310239330297,1050,personal
1051,-7.794913846833596,1051,sized
1052,-7.794913846833596,1052,pavement
1053,-7.794913846833596,1053,mound
1054,-7.794913846833596,1054,doll
1055,-7.794913846833596,1055,gas
1056,-7.794913846833596,1056,patio
1057,-7.794913846833596,1057,parade
1058,-7.798530487303784,1058,uniforms
1059,-7.798530487303784,1059,alongside
1060,-7.802160255354364,1060,vest
1061,-7.802160255354364,1061,persons
1062,-7.802160255354364,1062,close-up
1063,-7.802160255354364,1063,writing
1064,-7.805803246632864,1064,stuff
1065,-7.805803246632864,1065,trays
1066,-7.805803246632864,1066,branches
1067,-7.809459557835975,1067,mug
1068,-7.809459557835975,1068,touching
1069,-7.809459557835975,1069,log
1070,-7.809459557835975,1070,enclosed
1071,-7.809459557835975,1071,aircraft
1072,-7.813129286724937,1072,but
1073,-7.813129286724937,1073,course
1074,-7.816812532141235,1074,platter
1075,-7.816812532141235,1075,rests
1076,-7.82050939402256,1076,turned
1077,-7.82050939402256,1077,pipe
1078,-7.82050939402256,1078,goats
1079,-7.82050939402256,1079,flags
1080,-7.824219973419096,1080,meters
1081,-7.824219973419096,1081,loading
1082,-7.824219973419096,1082,lines
1083,-7.827944372510078,1083,laid
1084,-7.827944372510078,1084,juice
1085,-7.827944372510078,1085,fun
1086,-7.827944372510078,1086,throws
1087,-7.827944372510078,1087,deep
1088,-7.831682694620685,1088,costume
1089,-7.831682694620685,1089,purse
1090,-7.831682694620685,1090,sausage
1091,-7.831682694620685,1091,airliner
1092,-7.835435044239237,1092,dresser
1093,-7.835435044239237,1093,smile
1094,-7.835435044239237,1094,utensils
1095,-7.835435044239237,1095,ducks
1096,-7.839201527034712,1096,jets
1097,-7.839201527034712,1097,smaller
1098,-7.839201527034712,1098,carpet
1099,-7.842982249874618,1099,kicking
1100,-7.842982249874618,1100,frosting
1101,-7.842982249874618,1101,pans
1102,-7.84677732084317,1102,tent
1103,-7.84677732084317,1103,disc
1104,-7.84677732084317,1104,itself
1105,-7.84677732084317,1105,sort
1106,-7.850586849259837,1106,approaching
1107,-7.854410945698241,1107,candle
1108,-7.854410945698241,1108,pick
1109,-7.858249722005407,1109,riders
1110,-7.858249722005407,1110,attempting
1111,-7.858249722005407,1111,cover
1112,-7.858249722005407,1112,color
1113,-7.862103291321397,1113,tea
1114,-7.869855268125715,1114,roll
1115,-7.869855268125715,1115,sailing
1116,-7.869855268125715,1116,relaxing
1117,-7.873753908541373,1117,growing
1118,-7.873753908541373,1118,sill
1119,-7.877667807862508,1119,uses
1120,-7.877667807862508,1120,chef
1121,-7.881597086002399,1121,mustard
1122,-7.881597086002399,1122,greens
1123,-7.885541864293415,1123,cones
1124,-7.885541864293415,1124,goes
1125,-7.885541864293415,1125,fake
1126,-7.885541864293415,1126,beige
1127,-7.885541864293415,1127,shoe
1128,-7.8895022655095115,1128,museum
1129,-7.8895022655095115,1129,leans
1130,-7.897470435158688,1130,missing
1131,-7.901478456556227,1131,pickup
1132,-7.905502606855952,1132,rows
1133,-7.905502606855952,1133,indoor
1134,-7.909543016392957,1134,roadway
1135,-7.909543016392957,1135,ornate
1136,-7.909543016392957,1136,mushrooms
1137,-7.909543016392957,1137,hangs
1138,-7.909543016392957,1138,decorations
1139,-7.909543016392957,1139,collection
1140,-7.913599817088572,1140,runs
1141,-7.913599817088572,1141,written
1142,-7.913599817088572,1142,egg
1143,-7.9176731424762075,1143,terminal
1144,-7.9176731424762075,1144,fried
1145,-7.9176731424762075,1145,power
1146,-7.9176731424762075,1146,elderly
1147,-7.921763127727733,1147,american
1148,-7.921763127727733,1148,sweater
1149,-7.925869909680387,1149,lamps
1150,-7.925869909680387,1150,milk
1151,-7.925869909680387,1151,telephone
1152,-7.929993626864249,1152,curtains
1153,-7.929993626864249,1153,rolling
1154,-7.929993626864249,1154,falling
1155,-7.934134419530279,1155,beverage
1156,-7.934134419530279,1156,performs
1157,-7.934134419530279,1157,bull
1158,-7.934134419530279,1158,passes
1159,-7.938292429678944,1159,crosswalk
1160,-7.938292429678944,1160,pulls
1161,-7.938292429678944,1161,jetliner
1162,-7.942467801089425,1162,stunt
1163,-7.942467801089425,1163,spectators
1164,-7.942467801089425,1164,shirtless
1165,-7.942467801089425,1165,packed
1166,-7.94666067934946,1166,sticks
1167,-7.950871211885804,1167,toothbrushes
1168,-7.950871211885804,1168,posted
1169,-7.950871211885804,1169,practicing
1170,-7.950871211885804,1170,only
1171,-7.950871211885804,1171,siting
1172,-7.950871211885804,1172,built
1173,-7.950871211885804,1173,formation
1174,-7.950871211885804,1174,mitt
1175,-7.955099547995324,1175,neatly
1176,-7.955099547995324,1176,wind
1177,-7.955099547995324,1177,rope
1178,-7.955099547995324,1178,wheels
1179,-7.967892899455235,1179,roses
1180,-7.967892899455235,1180,rear
1181,-7.967892899455235,1181,sports
1182,-7.972193981354625,1182,locomotive
1183,-7.972193981354625,1183,steep
1184,-7.972193981354625,1184,electronics
1185,-7.972193981354625,1185,baskets
1186,-7.972193981354625,1186,piled
1187,-7.976513642499141,1187,wetsuit
1188,-7.976513642499141,1188,wagon
1189,-7.980852044097739,1189,balls
1190,-7.985209349466695,1190,paved
1191,-7.985209349466695,1191,how
1192,-7.985209349466695,1192,landscape
1193,-7.989585724066494,1193,wheel
1194,-7.989585724066494,1194,bending
1195,-7.989585724066494,1195,ingredients
1196,-7.989585724066494,1196,toast
1197,-7.989585724066494,1197,urinals
1198,-7.993981335539532,1198,guitar
1199,-7.993981335539532,1199,hotdogs
1200,-7.993981335539532,1200,tank
1201,-7.993981335539532,1201,good
1202,-7.9983963537486495,1202,2
1203,-7.9983963537486495,1203,stadium
1204,-7.9983963537486495,1204,fluffy
1205,-7.9983963537486495,1205,semi
1206,-8.002830950816515,1206,skateboarders
1207,-8.007285301165895,1207,without
1208,-8.007285301165895,1208,curled
1209,-8.007285301165895,1209,pedestrian
1210,-8.007285301165895,1210,flown
1211,-8.011759581560817,1211,glazed
1212,-8.011759581560817,1212,if
1213,-8.016253971148656,1213,wires
1214,-8.016253971148656,1214,frame
1215,-8.016253971148656,1215,talks
1216,-8.020768651503182,1216,faces
1217,-8.025303806668573,1217,supplies
1218,-8.025303806668573,1218,tops
1219,-8.025303806668573,1219,pitching
1220,-8.025303806668573,1220,bucket
1221,-8.025303806668573,1221,travels
1222,-8.025303806668573,1222,workers
1223,-8.025303806668573,1223,block
1224,-8.025303806668573,1224,waters
1225,-8.025303806668573,1225,stick
1226,-8.025303806668573,1226,art
1227,-8.029859623204434,1227,puppy
1228,-8.029859623204434,1228,paint
1229,-8.029859623204434,1229,tiles
1230,-8.029859623204434,1230,bride
1231,-8.029859623204434,1231,sculpture
1232,-8.034436290231845,1232,pass
1233,-8.034436290231845,1233,dead
1234,-8.034436290231845,1234,blankets
1235,-8.034436290231845,1235,we
1236,-8.039033999480475,1236,mirrors
1237,-8.039033999480475,1237,jeans
1238,-8.039033999480475,1238,leg
1239,-8.04365294533677,1239,hits
1240,-8.04365294533677,1240,potted
1241,-8.048293324893272,1241,officers
1242,-8.048293324893272,1242,toaster
1243,-8.048293324893272,1243,garbage
1244,-8.052955337999084,1244,homemade
1245,-8.052955337999084,1245,downhill
1246,-8.052955337999084,1246,bunk
1247,-8.052955337999084,1247,stream
1248,-8.05763918731151,1248,sprinkles
1249,-8.05763918731151,1249,pouring
1250,-8.05763918731151,1250,snowboarders
1251,-8.062345078348923,1251,direction
1252,-8.062345078348923,1252,freezer
1253,-8.062345078348923,1253,frosted
1254,-8.062345078348923,1254,motion
1255,-8.067073219544868,1255,images
1256,-8.067073219544868,1256,shoulder
1257,-8.067073219544868,1257,floral
1258,-8.071823822303466,1258,tongue
1259,-8.076597101056125,1259,neon
1260,-8.076597101056125,1260,stuck
1261,-8.076597101056125,1261,cargo
1262,-8.076597101056125,1262,paddle
1263,-8.081393273319616,1263,so
1264,-8.081393273319616,1264,tail
1265,-8.081393273319616,1265,london
1266,-8.081393273319616,1266,gather
1267,-8.086212559755566,1267,fallen
1268,-8.086212559755566,1268,cupcakes
1269,-8.086212559755566,1269,selling
1270,-8.086212559755566,1270,item
1271,-8.091055184231355,1271,slopes
1272,-8.095921373882527,1272,chain
1273,-8.095921373882527,1273,strawberries
1274,-8.095921373882527,1274,competition
1275,-8.095921373882527,1275,speed
1276,-8.095921373882527,1276,surrounding
1277,-8.100811359176719,1277,opposite
1278,-8.100811359176719,1278,pictured
1279,-8.100811359176719,1279,habitat
1280,-8.100811359176719,1280,rolls
1281,-8.11066365561973,1281,desserts
1282,-8.11066365561973,1282,climbing
1283,-8.11562644496186,1283,string
1284,-8.11562644496186,1284,bank
1285,-8.11562644496186,1285,gathering
1286,-8.120613986472899,1286,flip
1287,-8.120613986472899,1287,life
1288,-8.120613986472899,1288,spread
1289,-8.120613986472899,1289,great
1290,-8.120613986472899,1290,pushing
1291,-8.125626528296442,1291,eye
1292,-8.125626528296442,1292,straw
1293,-8.125626528296442,1293,goat
1294,-8.1306643223264,1294,horseback
1295,-8.1306643223264,1295,selfie
1296,-8.1306643223264,1296,range
1297,-8.1306643223264,1297,moves
1298,-8.1306643223264,1298,put
1299,-8.1306643223264,1299,holder
1300,-8.1306643223264,1300,fast
1301,-8.1306643223264,1301,blowing
1302,-8.1306643223264,1302,asleep
1303,-8.1306643223264,1303,laughing
1304,-8.135727624282946,1304,icing
1305,-8.135727624282946,1305,mixed
1306,-8.135727624282946,1306,groom
1307,-8.135727624282946,1307,bare
1308,-8.140816693790418,1308,shallow
1309,-8.145931794457189,1309,counters
1310,-8.145931794457189,1310,basketball
1311,-8.145931794457189,1311,shiny
1312,-8.145931794457189,1312,tools
1313,-8.151073193957608,1313,objects
1314,-8.151073193957608,1314,microphone
1315,-8.15624116411605,1315,beef
1316,-8.161435980993154,1316,entrance
1317,-8.161435980993154,1317,you
1318,-8.166657924974306,1318,patch
1319,-8.166657924974306,1319,batting
1320,-8.166657924974306,1320,whole
1321,-8.166657924974306,1321,marble
1322,-8.166657924974306,1322,olives
1323,-8.166657924974306,1323,wait
1324,-8.171907280860449,1324,checkered
1325,-8.171907280860449,1325,headphones
1326,-8.177184337961293,1326,liquid
1327,-8.182489390190986,1327,featuring
1328,-8.182489390190986,1328,interior
1329,-8.187822736166348,1329,golden
1330,-8.187822736166348,1330,reaches
1331,-8.187822736166348,1331,carries
1332,-8.187822736166348,1332,feeder
1333,-8.187822736166348,1333,handle
1334,-8.187822736166348,1334,catches
1335,-8.193184679307734,1335,arrangement
1336,-8.19857552794261,1336,shirts
1337,-8.19857552794261,1337,double-decker
1338,-8.19857552794261,1338,position
1339,-8.20399559541195,1339,lighting
1340,-8.20399559541195,1340,opening
1341,-8.20399559541195,1341,ben
1342,-8.20399559541195,1342,gravel
1343,-8.20399559541195,1343,design
1344,-8.20399559541195,1344,delicious
1345,-8.209445200179514,1345,meadow
1346,-8.209445200179514,1346,name
1347,-8.209445200179514,1347,checking
1348,-8.209445200179514,1348,grilled
1349,-8.209445200179514,1349,beard
1350,-8.214924665944139,1350,cardboard
1351,-8.214924665944139,1351,covering
1352,-8.214924665944139,1352,stickers
1353,-8.220434321755109,1353,displays
1354,-8.220434321755109,1354,blonde
1355,-8.220434321755109,1355,urinal
1356,-8.220434321755109,1356,skirt
1357,-8.220434321755109,1357,haired
1358,-8.225974502130725,1358,travel
1359,-8.225974502130725,1359,shadow
1360,-8.225974502130725,1360,pack
1361,-8.225974502130725,1361,carts
1362,-8.225974502130725,1362,first
1363,-8.225974502130725,1363,visible
1364,-8.225974502130725,1364,duck
1365,-8.225974502130725,1365,drive
1366,-8.225974502130725,1366,controls
1367,-8.23154554718018,1367,wears
1368,-8.23154554718018,1368,miniature
1369,-8.23154554718018,1369,covers
1370,-8.237147802728849,1370,cafe
1371,-8.237147802728849,1371,wing
1372,-8.237147802728849,1372,flooring
1373,-8.237147802728849,1373,grapes
1374,-8.237147802728849,1374,plaid
1375,-8.242781620447106,1375,hang
1376,-8.242781620447106,1376,travelling
1377,-8.242781620447106,1377,condiments
1378,-8.242781620447106,1378,cookies
1379,-8.242781620447106,1379,fountain
1380,-8.248447357982784,1380,following
1381,-8.248447357982784,1381,unmade
1382,-8.248447357982784,1382,located
1383,-8.248447357982784,1383,league
1384,-8.248447357982784,1384,potato
1385,-8.254145379097421,1385,exhibit
1386,-8.254145379097421,1386,someones
1387,-8.254145379097421,1387,aerial
1388,-8.259876053806407,1388,foil
1389,-8.259876053806407,1389,shape
1390,-8.259876053806407,1390,ahead
1391,-8.265639758523156,1391,ham
1392,-8.265639758523156,1392,also
1393,-8.265639758523156,1393,clay
1394,-8.265639758523156,1394,muddy
1395,-8.265639758523156,1395,seats
1396,-8.265639758523156,1396,cleaning
1397,-8.265639758523156,1397,turning
1398,-8.271436876207481,1398,onion
1399,-8.271436876207481,1399,comforter
1400,-8.277267796518275,1400,nicely
1401,-8.277267796518275,1401,pet
1402,-8.277267796518275,1402,series
1403,-8.277267796518275,1403,hallway
1404,-8.283132915970674,1404,lane
1405,-8.283132915970674,1405,accessories
1406,-8.283132915970674,1406,bookshelf
1407,-8.283132915970674,1407,tabby
1408,-8.283132915970674,1408,sharing
1409,-8.283132915970674,1409,fan
1410,-8.283132915970674,1410,return
1411,-8.289032638097861,1411,railway
1412,-8.289032638097861,1412,mobile
1413,-8.294967373617675,1413,newspaper
1414,-8.294967373617675,1414,santa
1415,-8.294967373617675,1415,hills
1416,-8.294967373617675,1416,mini
1417,-8.30093754060418,1417,buffet
1418,-8.30093754060418,1418,jar
1419,-8.30093754060418,1419,fishing
1420,-8.30093754060418,1420,rusty
1421,-8.30093754060418,1421,sleeps
1422,-8.306943564664392,1422,rainbow
1423,-8.306943564664392,1423,funny
1424,-8.306943564664392,1424,butter
1425,-8.306943564664392,1425,lamb
1426,-8.306943564664392,1426,seems
1427,-8.306943564664392,1427,rusted
1428,-8.312985879120355,1428,corn
1429,-8.312985879120355,1429,freshly
1430,-8.312985879120355,1430,hugging
1431,-8.319064925196736,1431,mostly
1432,-8.319064925196736,1432,backs
1433,-8.319064925196736,1433,stage
1434,-8.319064925196736,1434,posed
1435,-8.319064925196736,1435,stares
1436,-8.319064925196736,1436,either
1437,-8.325181152214173,1437,ceramic
1438,-8.325181152214173,1438,father
1439,-8.325181152214173,1439,tasty
1440,-8.325181152214173,1440,size
1441,-8.325181152214173,1441,tractor
1442,-8.325181152214173,1442,magnets
1443,-8.325181152214173,1443,helping
1444,-8.325181152214173,1444,thin
1445,-8.33133501778855,1445,advertisement
1446,-8.33133501778855,1446,teams
1447,-8.33133501778855,1447,trolley
1448,-8.33133501778855,1448,brushes
1449,-8.33133501778855,1449,system
1450,-8.33133501778855,1450,twin
1451,-8.33133501778855,1451,pancakes
1452,-8.337526988036473,1452,gloves
1453,-8.337526988036473,1453,picking
1454,-8.337526988036473,1454,iron
1455,-8.343757537787107,1455,library
1456,-8.343757537787107,1456,burger
1457,-8.343757537787107,1457,watering
1458,-8.343757537787107,1458,lay
1459,-8.350027150800702,1459,bent
1460,-8.350027150800702,1460,alley
1461,-8.350027150800702,1461,coach
1462,-8.356336319993968,1462,chasing
1463,-8.356336319993968,1463,leaving
1464,-8.356336319993968,1464,designed
1465,-8.356336319993968,1465,n't
1466,-8.356336319993968,1466,sniffing
1467,-8.356336319993968,1467,heart
1468,-8.356336319993968,1468,tablet
1469,-8.362685547672626,1469,advertising
1470,-8.362685547672626,1470,prepare
1471,-8.362685547672626,1471,hood
1472,-8.362685547672626,1472,napkin
1473,-8.362685547672626,1473,shaking
1474,-8.362685547672626,1474,industrial
1475,-8.362685547672626,1475,attire
1476,-8.369075345771398,1476,tries
1477,-8.369075345771398,1477,entertainment
1478,-8.369075345771398,1478,foreign
1479,-8.369075345771398,1479,cases
1480,-8.369075345771398,1480,us
1481,-8.369075345771398,1481,countryside
1482,-8.369075345771398,1482,gentleman
1483,-8.369075345771398,1483,paw
1484,-8.369075345771398,1484,bouquet
1485,-8.369075345771398,1485,hose
1486,-8.369075345771398,1486,jumbo
1487,-8.369075345771398,1487,almost
1488,-8.375506236101689,1488,stoplight
1489,-8.375506236101689,1489,cuts
1490,-8.375506236101689,1490,forward
1491,-8.375506236101689,1491,chinese
1492,-8.381978750607306,1492,metallic
1493,-8.381978750607306,1493,poster
1494,-8.381978750607306,1494,bakery
1495,-8.381978750607306,1495,matching
1496,-8.381978750607306,1496,calf
1497,-8.381978750607306,1497,downtown
1498,-8.388493431628499,1498,propped
1499,-8.388493431628499,1499,story
1500,-8.388493431628499,1500,pickle
1501,-8.388493431628499,1501,dimly
1502,-8.388493431628499,1502,steeple
1503,-8.39505083217466,1503,biting
1504,-8.39505083217466,1504,chopped
1505,-8.39505083217466,1505,mask
1506,-8.39505083217466,1506,multicolored
1507,-8.39505083217466,1507,multi
1508,-8.39505083217466,1508,marina
1509,-8.40165151620601,1509,ladder
1510,-8.40165151620601,1510,sub
1511,-8.40165151620601,1511,driveway
1512,-8.40165151620601,1512,cowboy
1513,-8.40165151620601,1513,connected
1514,-8.40165151620601,1514,seagulls
1515,-8.40165151620601,1515,parrot
1516,-8.408296058924678,1516,owner
1517,-8.408296058924678,1517,collar
1518,-8.408296058924678,1518,hamburger
1519,-8.408296058924678,1519,words
1520,-8.414985047075476,1520,horns
1521,-8.414985047075476,1521,statues
1522,-8.414985047075476,1522,castle
1523,-8.414985047075476,1523,strip
1524,-8.414985047075476,1524,progress
1525,-8.42171907925682,1525,herself
1526,-8.42171907925682,1526,stool
1527,-8.42171907925682,1527,individual
1528,-8.42171907925682,1528,rails
1529,-8.42171907925682,1529,bikini
1530,-8.42171907925682,1530,piano
1531,-8.42171907925682,1531,blow
1532,-8.428498766242198,1532,sunlight
1533,-8.428498766242198,1533,larger
1534,-8.428498766242198,1534,heading
1535,-8.428498766242198,1535,busses
1536,-8.428498766242198,1536,devices
1537,-8.428498766242198,1537,onlookers
1538,-8.428498766242198,1538,booth
1539,-8.428498766242198,1539,sugar
1540,-8.428498766242198,1540,amongst
1541,-8.428498766242198,1541,driver
1542,-8.428498766242198,1542,hiding
1543,-8.428498766242198,1543,calm
1544,-8.428498766242198,1544,tag
1545,-8.435324731312598,1545,heavy
1546,-8.435324731312598,1546,daytime
1547,-8.435324731312598,1547,worker
1548,-8.435324731312598,1548,natural
1549,-8.435324731312598,1549,mans
1550,-8.435324731312598,1550,paws
1551,-8.435324731312598,1551,abandoned
1552,-8.435324731312598,1552,thrown
1553,-8.435324731312598,1553,spinach
1554,-8.435324731312598,1554,sets
1555,-8.435324731312598,1555,furry
1556,-8.435324731312598,1556,far
1557,-8.44219761060036,1557,seagull
1558,-8.44219761060036,1558,baggage
1559,-8.44219761060036,1559,baking
1560,-8.44219761060036,1560,trunks
1561,-8.44219761060036,1561,frisbees
1562,-8.449118053444934,1562,more
1563,-8.449118053444934,1563,cliff
1564,-8.449118053444934,1564,typing
1565,-8.449118053444934,1565,neighborhood
1566,-8.449118053444934,1566,crust
1567,-8.449118053444934,1567,chest
1568,-8.449118053444934,1568,chefs
1569,-8.456086722761027,1569,bats
1570,-8.456086722761027,1570,motorbike
1571,-8.456086722761027,1571,organized
1572,-8.456086722761027,1572,males
1573,-8.456086722761027,1573,shining
1574,-8.456086722761027,1574,circular
1575,-8.456086722761027,1575,rose
1576,-8.456086722761027,1576,racquets
1577,-8.463104295419674,1577,ears
1578,-8.463104295419674,1578,bearded
1579,-8.463104295419674,1579,mud
1580,-8.463104295419674,1580,weather
1581,-8.463104295419674,1581,cold
1582,-8.463104295419674,1582,besides
1583,-8.470171462642767,1583,cupcake
1584,-8.470171462642767,1584,cycle
1585,-8.47728893041163,1585,chili
1586,-8.47728893041163,1586,bay
1587,-8.484457419890242,1587,wilderness
1588,-8.484457419890242,1588,dusk
1589,-8.484457419890242,1589,tossing
1590,-8.484457419890242,1590,kick
1591,-8.484457419890242,1591,candy
1592,-8.484457419890242,1592,son
1593,-8.484457419890242,1593,formal
1594,-8.484457419890242,1594,wings
1595,-8.484457419890242,1595,cupboards
1596,-8.49167766786373,1596,contents
1597,-8.49167766786373,1597,backyard
1598,-8.49167766786373,1598,lambs
1599,-8.49167766786373,1599,folded
1600,-8.49895042719281,1600,audience
1601,-8.49895042719281,1601,resort
1602,-8.49895042719281,1602,bell
1603,-8.506276467284883,1603,football
1604,-8.506276467284883,1604,sailboat
1605,-8.506276467284883,1605,decor
1606,-8.506276467284883,1606,balcony
1607,-8.506276467284883,1607,pickles
1608,-8.506276467284883,1608,fans
1609,-8.506276467284883,1609,cook
1610,-8.506276467284883,1610,cookie
1611,-8.506276467284883,1611,hardwood
1612,-8.506276467284883,1612,porch
1613,-8.513656574582505,1613,storage
1614,-8.513656574582505,1614,sizes
1615,-8.513656574582505,1615,t-shirt
1616,-8.513656574582505,1616,thick
1617,-8.513656574582505,1617,mat
1618,-8.513656574582505,1618,really
1619,-8.521091553070024,1619,lounging
1620,-8.521091553070024,1620,lounge
1621,-8.521091553070024,1621,dishwasher
1622,-8.521091553070024,1622,apron
1623,-8.521091553070024,1623,helmets
1624,-8.521091553070024,1624,hospital
1625,-8.521091553070024,1625,washing
1626,-8.521091553070024,1626,tunnel
1627,-8.528582224799182,1627,motorcyclist
1628,-8.528582224799182,1628,kitty
1629,-8.528582224799182,1629,neat
1630,-8.528582224799182,1630,decoration
1631,-8.528582224799182,1631,lemon
